id,result
1,0.162768556531009
2,0.74405447665204
3,0.0842218802167796
4,0.673832254405609
5,0.506958276342961
6,0.917033006435568
7,0.328378742470906
8,0.424319289745481
9,0.0842218802167796
10,0.249887555431543
11,0.679729771290873
12,0.659292536671187
13,0.0842218802167796
14,0.0842218802167796
15,0.74703420639516
16,0.0842218802167796
17,0.325335378811565
18,0.258297297921071
19,0.838486330121338
20,0.583610088032825
21,0.917033006435568
22,0.0842218802167796
23,0.51224319685473
24,0.332978580946424
25,0.409523292247209
26,0.584978004141505
27,0.835032383280895
28,0.917033006435568
29,0.664502445185411
30,0.830488034080243
31,0.665507800337811
32,0.833367954375478
33,0.74848741092557
34,0.171863740492868
35,0.332189005920996
36,0.162768556531009
37,0.588751864662018
38,0.255528792552958
39,0.424018898788089
40,0.74572609409939
41,0.247411373320775
42,0.751941357766014
43,0.254320489705073
44,0.0842218802167796
45,0.671356072294842
46,0.502940978057255
47,0.347151548185175
48,0.741745198743261
49,0.917033006435568
50,0.917033006435568
51,0.671486573567253
52,0.760265811833813
53,0.490315612553998
54,0.754664807745285
55,0.495433988299858
56,0.422766275767185
57,0.422929719131292
58,0.582042594571404
59,0.587654976741255
60,0.665033583240487
61,0.492055053456959
62,0.659292536671187
63,0.16788693227687
64,0.332978580946424
65,0.583809934326508
66,0.585757145280908
67,0.838486330121338
68,0.170766852572104
69,0.678065342385456
70,0.507643717815291
71,0.421521569989723
72,0.835032383280895
73,0.741745198743261
74,0.833367954375478
75,0.578068887757207
76,0.321525115361475
77,0.49499046302706
78,0.321525115361475
79,0.504030157714052
80,0.250243872041189
81,0.509163430265812
82,0.917033006435568
83,0.671411561569708
84,0.917033006435568
85,0.239524492206802
86,0.0842218802167796
87,0.753356695449515
88,0.667379264078843
89,0.580115908159493
90,0.670067046344361
91,0.0842218802167796
92,0.324780438611646
93,0.667631456702561
94,0.173076130480884
95,0.0842218802167796
96,0.0842218802167796
97,0.510864262100805
98,0.917033006435568
99,0.326069464562126
100,0.171863740492868
101,0.593184798935548
102,0.328378742470906
103,0.491523915401883
104,0.512076652088821
105,0.761730394445546
106,0.166578819981099
107,0.917033006435568
108,0.838486330121338
109,0.0842218802167796
110,0.589929475685377
111,0.162768556531009
112,0.581212796080257
113,0.344842270276396
114,0.663198522429031
115,0.16788693227687
116,0.830599449007365
117,0.335164648523985
118,0.252656060799656
119,0.581086484347236
120,0.487547107185884
121,0.170766852572104
122,0.828178756171464
123,0.251874999418831
124,0.0842218802167796
125,0.834676066671248
126,0.323346014582855
127,0.663198522429031
128,0.74703420639516
129,0.837021747509605
130,0.335053233596863
131,0.51093927409835
132,0.49499046302706
133,0.672820654906575
134,0.917033006435568
135,0.582520908376027
136,0.830599449007365
137,0.499212172925583
138,0.416388297437964
139,0.170766852572104
140,0.422766275767185
141,0.0842218802167796
142,0.840277070759776
143,0.41789699124324
144,0.575188967461973
145,0.668387720633045
146,0.0842218802167796
147,0.755021124354932
148,0.582042594571404
149,0.577387635824268
150,0.421877886599369
151,0.835032383280895
152,0.502777534693149
153,0.837021747509605
154,0.751941357766014
155,0.578444290712143
156,0.410631558249297
157,0.837021747509605
158,0.917033006435568
159,0.582536600995394
160,0.58627568255125
161,0.582501822030737
162,0.251622806795114
163,0.0842218802167796
164,0.589573159075731
165,0.748167497245501
166,0.579633279816826
167,0.585274516938241
168,0.749379887233517
169,0.761730394445546
170,0.58073016773759
171,0.917033006435568
172,0.171863740492868
173,0.416432408631507
174,0.327126119450002
175,0.589410938415035
176,0.749379887233517
177,0.664299497489925
178,0.74617813301679
179,0.663725470944716
180,0.494200888001632
181,0.421265290225875
182,0.741633783816139
183,0.74848741092557
184,0.171863740492868
185,0.413711324838215
186,0.0842218802167796
187,0.254220680257187
188,0.838486330121338
189,0.41762139773619
190,0.16788693227687
191,0.592254455780693
192,0.591631784957253
193,0.574055676611633
194,0.336788844396514
195,0.247898191202833
196,0.82939114615948
197,0.500734601430994
198,0.653991923540051
199,0.160977815892572
200,0.423297413822262
201,0.0842218802167796
202,0.255076753635557
203,0.255433070245203
204,0.0842218802167796
205,0.326069464562126
206,0.590055787418398
207,0.0842218802167796
208,0.917033006435568
209,0.500179661231075
210,0.58094570665064
211,0.347262963112297
212,0.578032484827631
213,0.917033006435568
214,0.830599449007365
215,0.588265046779961
216,0.505654353586581
217,0.583610088032825
218,0.74703420639516
219,0.321881431971121
220,0.49880072647715
221,0.917033006435568
222,0.253123792336424
223,0.247898191202833
224,0.584399653491084
225,0.753843513331572
226,0.917033006435568
227,0.917033006435568
228,0.336321112859746
229,0.577387635824268
230,0.830599449007365
231,0.750588190081402
232,0.335053233596863
233,0.838486330121338
234,0.661622524890176
235,0.419474549587438
236,0.665967027797144
237,0.166222503371453
238,0.672464338296929
239,0.341962349981161
240,0.253864363647541
241,0.917033006435568
242,0.672820654906575
243,0.828178756171464
244,0.256741182540974
245,0.0842218802167796
246,0.509519746875458
247,0.917033006435568
248,0.413508377142729
249,0.0842218802167796
250,0.583187263503068
251,0.661697536887721
252,0.917033006435568
253,0.497632656662153
254,0.594117508276383
255,0.170655437644983
256,0.255076753635557
257,0.331559053723532
258,0.500535977840721
259,0.160977815892572
260,0.753732098404451
261,0.581197899274358
262,0.82939114615948
263,0.166578819981099
264,0.332767356571417
265,0.0842218802167796
266,0.589929475685377
267,0.0842218802167796
268,0.255528792552958
269,0.495968227756736
270,0.160977815892572
271,0.422929719131292
272,0.917033006435568
273,0.170655437644983
274,0.917033006435568
275,0.503989924681164
276,0.0842218802167796
277,0.500535977840721
278,0.339557349764627
279,0.333979746559433
280,0.249887555431543
281,0.0842218802167796
282,0.253012377409302
283,0.668487530080931
