Id,ic50_Omicron
1,79.6161442300101
2,91.7112603179509
3,115.62625587077
4,94.5432540443853
5,121.800187290804
6,62.8688648782263
7,85.968120059423
8,85.9348159273526
9,88.916783390451
10,125.412636238606
11,129.704535359945
12,117.65975232483
13,141.906644434976
14,61.2248670361034
15,83.8406775163097
16,79.1624483692428
17,73.0476044345251
18,59.2740476995099
19,59.8148162689089
20,110.874511820039
21,89.6972801993671
22,54.1840405169829
23,56.8462782819512
24,32.4211155030568
25,110.836604923304
26,125.455417001444
27,49.279236876077
28,118.463311184171
29,123.157536224153
30,84.3347670145879
31,79.7650527841584
32,46.7656311114778
33,33.6520263466981
34,109.986034367841
35,91.1035657595885
36,37.5333644414605
37,71.8278352182092
38,49.4523252391638
39,119.784764637163
40,79.1175896718884
41,82.4937253719047
42,105.6632528247
43,89.4222093350224
44,115.093732222234
45,87.0885051582172
46,60.2730086145953
47,68.9568261816853
48,159.055603766333
49,52.8061197734084
50,143.444613952331
51,43.117502083711
52,72.4150726072669
53,77.7679245924726
54,70.549529257226
55,69.0682132047447
56,69.5120855527622
57,89.5120556011638
58,153.353980443354
59,51.5469733797935
60,82.00926825104
61,105.220123148601
62,67.376742016019
63,18.5841701920325
64,86.6253756459624
65,44.979841170758
66,138.877594507467
67,16.6493378140728
68,64.3698414256392
69,58.5034708171064
70,105.163091180999
71,178.757653449234
72,132.350391742268
73,116.606662186668
74,71.8208309213163
75,81.3764592771574
76,63.9119754668482
77,56.5933629516555
78,116.289031938465
79,98.7360873015551
80,107.846855220358
81,50.9728048443392
82,56.6870000071326
83,72.1763126950864
84,68.158703416572
85,73.38381594087
86,78.3042516629716
87,57.8271154731768
88,81.3600364137917
89,79.1460270511166
90,75.3105664147171
91,34.7550682276521
92,107.141989191542
93,84.3463368821357
94,113.562857043011
95,105.490852794437
96,81.2329491096149
97,108.438502141264
98,117.503594227652
99,125.902599388975
100,70.736546094217
101,122.916540600279
102,131.40481406518
103,64.8871536377258
104,61.4170956924899
105,103.639728727943
106,68.8017513898739
107,90.3687769167599
108,120.105873442726
109,37.5726092618123
110,51.6508072387064
111,100.600494882813
112,83.2025090135754
113,119.22944505423
114,126.878250676925
115,80.8457437744501
116,61.3923430640436
117,102.424547561151
118,114.114919765127
119,133.353114417242
120,56.4462575256582
121,68.0314313681918
122,72.6754071480437
123,67.5230347451241
124,107.790726354741
125,63.6261187383577
126,39.8562465580792
127,114.936961682214
128,132.603144807201
129,124.618788048766
130,114.362616115375
131,142.842066288575
132,107.407656800632
133,92.6545860404998
134,72.5737216492825
135,115.926570416252
136,113.215001071557
137,106.14413329978
138,61.0274726149005
139,48.8590159343092
140,111.438401304253
141,80.0623479976431
142,144.534086526129
143,104.483729111712
144,89.8818852482011
145,104.6201272826
146,157.820735793643
147,58.7894963765895
148,101.706565664024
149,65.6603483466386
150,65.1169279016629
151,77.8244258435945
152,48.7947896187371
153,92.8611739132658
154,113.008201754383
155,84.8530932289356
156,103.809447987788
157,114.036472526067
158,42.4544237558949
159,135.802067038063
160,83.5335110375378
161,120.956143454124
162,133.423457120732
163,78.1334344301369
164,126.41669068908
165,115.570520900629
166,39.3350789086066
167,96.4012682991266
168,95.7642107060954
169,82.0215966758654
170,118.808960814816
171,71.1670660172204
172,75.0889694755822
173,77.364079898619
174,111.374369165965
175,103.399646042436
176,105.869191835549
177,139.855355372777
178,100.712118547021
179,102.252019539123
180,65.4658851987117
181,87.585956889579
182,96.593331778629
183,61.8674421155954
184,85.0470294316174
185,117.55147366341
186,39.0831506926689
187,52.1083450868387
188,115.295410911212
189,134.781219213426
190,117.239385032688
191,86.8344610810929
192,64.1418729342566
193,128.583712046158
194,121.248948111976
195,144.705122262617
196,148.510719976846
197,92.3730896619577
198,103.883977950492
199,91.2098915606877
200,102.707962073156
201,26.3976435737147
202,99.8005536874749
203,107.151555120998
204,57.3187576587514
205,61.9685475942848
206,100.290431488626
207,26.5554960943845
208,117.240920110393
209,13.7276554051506
210,103.927216785678
211,72.3457223276305
212,99.1931512477534
213,134.606565774835
214,130.566025201013
215,174.407805383684
216,127.499508976698
217,120.48415859077
218,75.9715253245166
219,105.455750749683
220,44.2666893785591
221,126.922142741022
222,110.868230378677
223,75.5892303920832
224,45.3065944678213
225,106.344158172923
226,83.8386023580381
227,48.9026078270084
228,124.693926032298
229,57.7510577974622
230,78.2067048305763
231,61.3560726595656
232,104.333012803064
233,67.9205112576838
234,52.7743745431732
235,90.6740574005697
236,131.923407414606
237,88.6574955599269
238,56.0276791964977
239,77.6160279260756
240,118.212832766773
241,13.6963663339963
242,79.4631939474953
243,70.2764961309255
244,89.0239006331366
245,101.519244244866
246,25.2768386523366
247,134.39738231661
248,57.4671902673795
249,75.2312990074643
250,103.2016221379
251,129.044635723696
252,94.5984603180361
253,53.3209592256317
254,61.4685926121013
255,116.226789250787
256,126.76080289152
257,76.03676360749
258,64.1687268928215
259,46.7062719558994
260,121.537027921808
261,27.7012730178812
262,113.930778189162
263,54.2357504913218
264,80.8977415431636
265,112.813635823275
266,96.2517378738469
267,92.1425280997403
268,69.4472755422126
269,119.239132881557
270,77.5258139407213
271,76.9673515647012
272,112.067849074137
273,89.6663390134189
274,33.6551223943532
275,73.2956442053886
276,63.316770051287
277,97.2961991765601
278,104.889665128213
279,51.0997279859886
280,41.5642826965766
281,144.152503195602
282,27.4345706035197
283,119.265542772324
284,34.5596128621188
285,66.3943118399379
286,87.6639741307968
287,105.377792853869
288,110.806571686968
289,69.3762152332969
290,118.115742827778
291,87.8913231641046
292,126.776131350702
293,111.645504578382
294,87.3462647169712
295,78.6249626421149
296,87.3385383894421
297,82.1591361103609
298,55.7269629022376
299,84.9089407353542
300,131.868715727717
301,112.609474195962
302,68.2532157875351
303,81.4384814503416
304,100.549270316973
305,100.917730535794
306,86.1537447600085
307,106.464535223586
308,112.599522141743
309,135.355434537396
310,36.0440702134513
311,88.8931791932378
312,84.7472602440004
313,120.257201737498
314,50.8521121094953
315,86.1433485234495
316,105.006435270288
317,85.416361878079
318,117.409393831553
319,129.873935960763
320,53.659118811399
321,156.659665063456
322,24.6219879544982
323,116.975329799591
324,57.5966660832169
325,114.036529855482
326,134.944994929575
327,138.55299007692
328,145.230357887327
329,152.868661720635
330,50.7699356948614
331,125.019328743082
332,74.4934262375987
333,91.1445234097208
334,114.61799717293
335,47.0625798589045
336,50.9497189906349
337,86.1988642213837
338,51.350990942746
339,96.7976483278253
340,76.2658139886376
341,80.1628465468519
342,81.7610240180372
343,142.182512377089
344,81.3526260253823
345,63.3893363320881
346,51.9688598005654
347,64.0353868761246
348,40.534347029592
349,79.5195982721675
350,47.0987355482799
351,69.8362805177214
352,78.7207719413763
353,33.2699658020634
354,59.6503193583358
355,59.1628954956792
356,107.902449984284
357,119.215499392006
358,120.408529171033
359,67.3244360739188
360,82.6543296811941
361,102.286765726845
362,93.1020826355628
363,97.592718453247
364,86.9573350000169
365,78.5351229306052
366,68.6778046036107
367,17.1176258319669
368,46.381555045023
369,59.4436599314141
370,91.781112470156
371,59.0376742328793
372,118.93185092434
373,66.6702008860008
374,117.964640765194
375,69.1478965795572
376,47.3025903951161
377,111.949463795693
378,72.6232351015574
379,122.891430449605
380,63.8562969445572
381,114.580493606516
382,91.2781123770134
383,44.2099504204916
384,139.478417594094
385,59.2069247790327
386,56.8631664901436
387,85.5395654804175
388,61.3760799411256
389,59.3209682793255
390,178.45528041729
391,82.2824043456315
392,122.244196700294
393,31.0377937026616
394,123.904450755014
395,121.835445912465
396,52.9159581156943
397,106.165945675051
398,74.0483745579197
399,53.8975730367519
400,77.773301738162
401,78.0806567695766
402,28.7248362385877
403,75.0315976038895
404,92.6746042676315
405,145.889810354419
406,69.8662651177543
407,56.9260880747104
408,122.379060285513
409,76.2987030891224
410,53.1999983303723
411,77.516328986811
412,61.4261988832333
413,88.7936663119781
414,66.2774910032395
415,68.4123115104015
416,86.2393482344604
417,75.649045568958
418,45.4640399315273
419,123.737819972052
420,92.6100408496159
421,42.0104484376932
422,50.6458214547504
423,76.7100738164955
424,97.9203344642639
425,139.620173458931
426,70.7174427731224
427,5.12553843737549
428,55.6086204311627
429,126.863171636196
430,137.493263037752
431,94.0209332322442
432,105.514123941359
433,75.1857999345139
434,73.7152666271882
435,131.853547148088
436,104.541943253403
437,127.045862353058
438,27.7333870477598
439,98.5802094408273
440,95.2975456342806
441,101.096583220424
442,115.769666671513
443,123.228898722008
444,72.5980592492402
445,46.6653927805722
446,63.8543262208903
447,28.8717433296824
448,56.6851138442288
449,27.177995787118
450,42.679664541032
451,53.7710240926449
452,183.510725239658
453,88.771507695824
454,51.0165604309015
455,92.9836259192561
456,146.282404268197
457,27.8322793114526
458,62.7536582804739
459,62.4030078060156
460,112.059161435985
461,53.1843179244451
462,113.496901415309
463,34.0782820285068
464,89.5727016215678
465,97.2539504433779
466,118.579422449263
467,137.834006011413
468,107.690648006009
469,93.0030726547487
470,106.513320255538
471,120.919871983849
472,81.3564602339347
473,83.9275772416245
474,104.206460281338
475,117.810600802123
476,69.534854373999
477,55.1807424428744
478,39.8107006595963
479,67.5721628016236
480,81.4296706654643
481,91.3624948145728
482,96.5304919274879
483,76.2695248912635
484,63.8162780048891
485,101.353138528289
486,82.5534681430923
487,89.905802225875
488,65.51165385429
489,104.844796169878
490,114.672344057494
491,51.4650173429761
492,78.9303069975221
493,118.065893274347
494,82.155442452954
495,131.342638772837
496,115.899638795763
497,66.7503593446927
498,89.1398773230053
499,87.9083474959674
500,154.436381685244
501,74.6003236718093
502,70.8488796008263
503,62.4921035718384
504,142.009627869569
505,99.3073713535376
506,100.886659355311
507,141.867394186164
508,142.460078773511
509,93.3279694660794
510,76.6256695770667
511,34.4266717102932
512,101.283332266374
513,79.8623168764735
514,45.550061595835
515,131.595705673518
516,117.357478268383
517,80.5952378398309
518,59.2279733523724
519,85.1457202266972
520,64.7367638867101
521,63.8696425612284
522,95.7779115953805
523,38.7491482323347
524,72.1699739436174
525,54.1052640777204
526,87.6274708565487
527,52.3124467687335
528,137.708020714152
529,95.382336259585
530,104.583521747
531,57.7374196355922
532,88.2828648226495
533,125.421598280336
534,73.4946530861545
535,77.9636445403579
536,41.8806814376471
537,67.6284597012491
538,61.3436008900284
539,95.0039822894992
540,66.2901834204139
541,74.4990747729145
542,111.29034379518
543,109.884698201611
544,141.871370998797
545,88.5699017889113
546,96.8364529762674
547,85.6506069960563
548,32.5938782034697
549,87.4190735040823
550,55.5164346472915
551,111.700787221429
552,83.3697945387805
553,41.5702824936171
554,125.778041478478
555,133.240504831949
556,98.6596342323985
557,72.7259259107101
558,57.7191650239183
559,134.380793761316
560,51.6508054255615
561,135.072273286536
562,31.3180843397317
563,92.3795864334181
564,145.856839011254
565,120.42088496285
566,62.1741427937602
567,65.8099620436053
568,146.74715583731
569,50.4043734344648
570,63.5958521271268
571,77.9606014031012
572,52.1786334608172
573,123.386078979449
574,59.6191065626565
575,66.0366552486601
576,132.332003946893
577,26.9601735761134
578,74.4295213544361
579,59.8690733943294
580,76.770091649716
581,115.731279586839
582,149.184270681975
583,93.8729996252696
584,67.5081513105945
585,99.5854860786653
586,101.624461166583
587,94.5493893222192
588,89.9685968638167
589,130.848917489487
590,61.3673407308848
591,117.313627773052
592,86.1276991884152
593,90.0835315700611
594,142.110834992338
595,94.0029516517556
596,59.9108424476548
597,83.2274249186336
598,73.8971954120505
599,114.045362402122
600,146.659320429898
601,102.06959997499
602,92.8780331744458
603,11.5258996978639
604,91.8675205183685
605,74.3557320594745
606,64.6267331469975
607,44.2557360588724
608,83.276560900932
609,104.471368858415
610,92.5243987945055
611,57.4695584989541
612,121.144035394285
613,73.3853501929073
614,36.7964286486936
615,119.276677824312
616,18.1598086194902
617,76.2928236153389
618,69.7016397758642
619,60.9896857404776
620,58.8409288221543
621,76.003392398936
622,164.992493940031
623,81.1253465221159
624,76.7607007792026
625,155.563200488688
626,106.751091771156
627,59.0472008405623
628,82.8054746376532
629,45.7139342434426
630,88.2792575196783
631,97.5866471283057
632,96.9323290937668
633,82.0137516400533
634,119.780760896635
635,143.33835259078
636,49.0152249565012
637,88.5695306470458
638,37.8603346264663
639,63.97402274018
640,37.4697380321778
641,99.012920008979
642,94.4614266800552
643,72.2804513567773
644,74.9186022108599
645,68.0474175155372
646,112.957162510805
647,79.7415128205265
648,97.1717705528825
649,144.488726091951
650,47.6823408504205
651,129.041445908704
652,44.5972569640923
653,91.0567105418309
654,112.587305588266
655,129.181112124774
656,96.2408288360169
657,114.798907878635
658,112.641773975137
659,128.846236601168
660,115.816960908382
661,107.980661091678
662,30.7933486681158
663,43.3758342243229
664,79.8372210732397
665,112.506540278922
666,42.1422777584429
667,120.43673380099
668,53.5549080674412
669,138.397943776382
670,67.532722386085
671,76.6971180529222
672,81.1902904011835
673,103.597073198555
674,48.5810350493032
675,52.2540966168732
676,67.8227570966861
677,10.6375593165774
678,25.0166364594138
679,82.7238374756535
680,62.0411472454337
681,109.594242391089
682,115.712168683415
683,81.3375596394471
684,29.4676125724821
685,150.44092123326
686,82.8290977272183
687,105.654284159341
688,129.849074673359
689,56.2768231398606
690,97.0847065728641
691,59.9393559687657
692,111.287614303146
693,116.810689917079
694,79.8820604444118
695,138.269598291893
696,91.8913859009824
697,61.5091179515874
698,68.9531436351921
699,121.636648706364
700,55.2888203054997
701,66.8824710969341
702,80.5298608462456
703,61.5685626040729
704,119.036448339824
705,92.7606564110615
706,70.7171563727552
707,38.4143053610137
708,73.181595778804
709,32.4360665066963
710,80.4095420798862
711,117.722659876533
712,136.605906855015
713,128.354925595666
714,116.645112323279
715,96.2418566762763
716,56.4528713271387
717,70.0238147466178
718,93.875490931068
719,65.4230062469936
720,61.0658190192745
721,101.330627275616
722,94.1532078065694
723,56.9788482727743
724,96.2320434963832
725,45.1834072983319
726,65.6203109073979
727,48.0270725845933
728,64.3261840182818
729,108.298152987276
730,44.6932264363431
731,114.135431351312
732,137.904348253208
733,63.2080328303364
734,86.9715112910007
735,64.6543433785252
736,180.719862224797
737,95.1547238603002
738,81.3006076802376
739,84.4320466345902
740,56.4435438665425
741,48.7885064646155
