Id,ic50_Omicron
1,180
2,180
3,180
4,180
5,180
6,180
7,180
8,180
9,180
10,180
11,180
12,180
13,180
14,180
15,180
16,180
17,180
18,180
19,180
20,180
21,180
22,180
23,180
24,180
25,180
26,180
27,180
28,180
29,180
30,180
31,180
32,180
33,180
34,180
35,180
36,180
37,180
38,180
39,180
40,180
41,180
42,180
43,180
44,180
45,180
46,180
47,180
48,180
49,180
50,180
51,180
52,180
53,180
54,180
55,180
56,180
57,180
58,180
59,180
60,180
61,180
62,180
63,180
64,180
65,180
66,180
67,180
68,180
69,180
70,180
71,180
72,180
73,180
74,180
75,180
76,180
77,180
78,180
79,180
80,180
81,180
82,180
83,180
84,180
85,180
86,180
87,180
88,180
89,180
90,180
91,180
92,180
93,180
94,180
95,180
96,180
97,180
98,180
99,180
100,180
101,180
102,180
103,180
104,180
105,180
106,180
107,180
108,180
109,180
110,180
111,180
112,180
113,180
114,180
115,180
116,180
117,180
118,180
119,180
120,180
121,180
122,180
123,180
124,180
125,180
126,180
127,180
128,180
129,180
130,180
131,180
132,180
133,180
134,180
135,180
136,180
137,180
138,180
139,180
140,180
141,180
142,180
143,180
144,180
145,180
146,180
147,180
148,180
149,180
150,180
151,180
152,180
153,180
154,180
155,180
156,180
157,180
158,180
159,180
160,180
161,180
162,180
163,180
164,180
165,180
166,180
167,180
168,180
169,180
170,180
171,180
172,180
173,180
174,180
175,180
176,180
177,180
178,180
179,180
180,180
181,180
182,180
183,180
184,180
185,180
186,180
187,180
188,180
189,180
190,180
191,180
192,180
193,180
194,180
195,180
196,180
197,180
198,180
199,180
200,180
201,180
202,180
203,180
204,180
205,180
206,180
207,180
208,180
209,180
210,180
211,180
212,180
213,180
214,180
215,180
216,180
217,180
218,180
219,180
220,180
221,180
222,180
223,180
224,180
225,180
226,180
227,180
228,180
229,180
230,180
231,180
232,180
233,180
234,180
235,180
236,180
237,180
238,180
239,180
240,180
241,180
242,180
243,180
244,180
245,180
246,180
247,180
248,180
249,180
250,180
251,180
252,180
253,180
254,180
255,180
256,180
257,180
258,180
259,180
260,180
261,180
262,180
263,180
264,180
265,180
266,180
267,180
268,180
269,180
270,180
271,180
272,180
273,180
274,180
275,180
276,180
277,180
278,180
279,180
280,180
281,180
282,180
283,180
284,180
285,180
286,180
287,180
288,180
289,180
290,180
291,180
292,180
293,180
294,180
295,180
296,180
297,180
298,180
299,180
300,180
301,180
302,180
303,180
304,180
305,180
306,180
307,180
308,180
309,180
310,180
311,180
312,180
313,180
314,180
315,180
316,180
317,180
318,180
319,180
320,180
321,180
322,180
323,180
324,180
325,180
326,180
327,180
328,180
329,180
330,180
331,180
332,180
333,180
334,180
335,180
336,180
337,180
338,180
339,180
340,180
341,180
342,180
343,180
344,180
345,180
346,180
347,180
348,180
349,180
350,180
351,180
352,180
353,180
354,180
355,180
356,180
357,180
358,180
359,180
360,180
361,180
362,180
363,180
364,180
365,180
366,180
367,180
368,180
369,180
370,180
371,180
372,180
373,180
374,180
375,180
376,180
377,180
378,180
379,180
380,180
381,180
382,180
383,180
384,180
385,180
386,180
387,180
388,180
389,180
390,180
391,180
392,180
393,180
394,180
395,180
396,180
397,180
398,180
399,180
400,180
401,180
402,180
403,180
404,180
405,180
406,180
407,180
408,180
409,180
410,180
411,180
412,180
413,180
414,180
415,180
416,180
417,180
418,180
419,180
420,180
421,180
422,180
423,180
424,180
425,180
426,180
427,180
428,180
429,180
430,180
431,180
432,180
433,180
434,180
435,180
436,180
437,180
438,180
439,180
440,180
441,180
442,180
443,180
444,180
445,180
446,180
447,180
448,180
449,180
450,180
451,180
452,180
453,180
454,180
455,180
456,180
457,180
458,180
459,180
460,180
461,180
462,180
463,180
464,180
465,180
466,180
467,180
468,180
469,180
470,180
471,180
472,180
473,180
474,180
475,180
476,180
477,180
478,180
479,180
480,180
481,180
482,180
483,180
484,180
485,180
486,180
487,180
488,180
489,180
490,180
491,180
492,180
493,180
494,180
495,180
496,180
497,180
498,180
499,180
500,180
501,180
502,180
503,180
504,180
505,180
506,180
507,180
508,180
509,180
510,180
511,180
512,180
513,180
514,180
515,180
516,180
517,180
518,180
519,180
520,180
521,180
522,180
523,180
524,180
525,180
526,180
527,180
528,180
529,180
530,180
531,180
532,180
533,180
534,180
535,180
536,180
537,180
538,180
539,180
540,180
541,180
542,180
543,180
544,180
545,180
546,180
547,180
548,180
549,180
550,180
551,180
552,180
553,180
554,180
555,180
556,180
557,180
558,180
559,180
560,180
561,180
562,180
563,180
564,180
565,180
566,180
567,180
568,180
569,180
570,180
571,180
572,180
573,180
574,180
575,180
576,180
577,180
578,180
579,180
580,180
581,180
582,180
583,180
584,180
585,180
586,180
587,180
588,180
589,180
590,180
591,180
592,180
593,180
594,180
595,180
596,180
597,180
598,180
599,180
600,180
601,180
602,180
603,180
604,180
605,180
606,180
607,180
608,180
609,180
610,180
611,180
612,180
613,180
614,180
615,180
616,180
617,180
618,180
619,180
620,180
621,180
622,180
623,180
624,180
625,180
626,180
627,180
628,180
629,180
630,180
631,180
632,180
633,180
634,180
635,180
636,180
637,180
638,180
639,180
640,180
641,180
642,180
643,180
644,180
645,180
646,180
647,180
648,180
649,180
650,180
651,180
652,180
653,180
654,180
655,180
656,180
657,180
658,180
659,180
660,180
661,180
662,180
663,180
664,180
665,180
666,180
667,180
668,180
669,180
670,180
671,180
672,180
673,180
674,180
675,180
676,180
677,180
678,180
679,180
680,180
681,180
682,180
683,180
684,180
685,180
686,180
687,180
688,180
689,180
690,180
691,180
692,180
693,180
694,180
695,180
696,180
697,180
698,180
699,180
700,180
701,180
702,180
703,180
704,180
705,180
706,180
707,180
708,180
709,180
710,180
711,180
712,180
713,180
714,180
715,180
716,180
717,180
718,180
719,180
720,180
721,180
722,180
723,180
724,180
725,180
726,180
727,180
728,180
729,180
730,180
731,180
732,180
733,180
734,180
735,180
736,180
737,180
738,180
739,180
740,180
741,180
742,180
743,180
744,180
745,180
746,180
747,180
748,180
749,180
750,180
751,180
752,180
753,180
754,180
755,180
756,180
757,180
758,180
759,180
760,180
761,180
762,180
763,180
764,180
765,180
766,180
767,180
768,180
769,180
770,180
771,180
772,180
773,180
774,180
775,180
776,180
777,180
778,180
779,180
780,180
781,180
782,180
783,180
784,180
785,180
786,180
787,180
788,180
789,180
790,180
791,180
792,180
793,180
794,180
795,180
796,180
797,180
798,180
799,180
800,180
801,180
802,180
803,180
804,180
805,180
