Id,SalePrice
1,124069.198242939
2,144141.627868671
3,208006.512185837
4,117318.128124539
5,215092.896029838
6,221448.401813297
7,208732.662620805
8,203726.704746565
9,173573.774131907
10,134116.671275568
11,187652.918192128
12,148373.993483206
13,135078.89889619
14,142282.903259533
15,142497.852222297
16,180577.812926849
17,197285.598636422
18,126649.013240735
19,199875.669868155
20,152774.830516767
21,177939.997767926
22,182382.697955188
23,160992.039111058
24,140534.248138552
25,187617.04193989
26,128701.977375427
27,153103.595682765
28,193294.307759382
29,239736.915706358
30,189643.139395419
31,143180.69987285
32,178839.374974437
33,171058.270032468
34,181908.962980545
35,194486.458072963
36,151928.491461523
37,152126.208288369
38,207672.26097344
39,141790.215839488
40,158344.011743583
41,170683.477413142
42,210607.137624938
43,178273.909778583
44,233535.343161946
45,212358.218163777
46,206262.250269641
47,186045.592254265
48,190250.520903096
49,147078.376688963
50,189395.30111028
51,243389.734168016
52,160810.655335916
53,178563.299239092
54,200905.084825737
55,159565.287116564
56,189478.174102611
57,166956.916650401
58,155394.612632443
59,174547.577454079
60,149189.089563145
61,149431.963473878
62,180052.892176253
63,135439.675676268
64,190462.162711704
65,148446.729479208
66,183604.755464262
67,170331.295267508
68,172810.929507002
69,220044.747411468
70,176348.881414264
71,160269.367127547
72,132666.141241366
73,257677.132478901
74,135051.634157897
75,122899.461192214
76,121947.652658008
77,215876.659343323
78,206042.40988669
79,175247.571981271
80,140149.449656197
81,213417.535671476
82,172586.675414603
83,181918.657633642
84,144645.059570204
85,162895.379374191
86,142733.387460361
87,121184.796989692
88,167270.705731003
89,186088.185381696
90,172337.68901706
91,107696.821803212
92,197269.637905574
93,195389.588798862
94,151668.90236458
95,202481.537974937
96,179460.218443739
97,205181.328579054
98,267565.763947858
99,142790.343035395
100,126120.56845747
101,177104.057167055
102,123303.366984649
103,145855.510824294
104,138492.861588025
105,209616.003596178
106,220363.500754695
107,201928.688323517
108,226328.614527988
109,151928.843904374
110,203002.729368516
111,107801.834754467
112,136038.310491559
113,145250.417809995
114,228116.307432172
115,193388.787219955
116,103538.988961328
117,185331.988195687
118,162713.079186925
119,126629.21123451
120,157599.303485942
121,121385.535095374
122,209265.718287086
123,140783.439602189
124,191943.726137785
125,198604.257937327
126,213812.450812702
127,134614.234193614
128,113319.912978728
129,180445.272948522
130,141481.60643015
131,178765.991521703
132,202573.080822032
133,215497.177556094
134,136723.698803539
135,156613.935255102
136,166310.418545212
137,164484.597506062
138,224195.308159349
139,156681.223009405
140,158519.826044291
141,169013.22711488
142,210894.298384944
143,132101.444213328
144,178443.765912767
145,135134.301382979
146,151873.367523464
147,198847.885288429
148,144490.409763509
149,232866.859716991
150,140464.962113531
151,187100.716050007
152,197476.947259263
153,219640.196506046
154,178707.370713831
155,140103.6394814
156,167293.126626321
157,137439.66327498
158,187384.226755321
159,204968.541681456
160,150978.275026611
161,190716.853476365
162,178995.956941041
163,202425.055392483
164,179731.425508807
165,210897.046626425
166,159446.101776837
167,228065.796194485
168,130849.453331266
169,129162.106623569
170,132846.163651893
171,159250.417159392
172,198878.292448902
173,261634.468539627
174,134365.142491036
175,143478.894013054
176,166626.227283443
177,213581.442817179
178,196566.666121657
179,200458.810101076
180,178517.594939997
181,180299.6151505
182,154601.811634888
183,127593.027143588
184,172059.332040062
185,174170.230533949
186,141946.181633008
187,198766.249583992
188,221896.754817521
189,180242.612777286
190,200634.411203159
191,174875.09748219
192,148200.51196534
193,173085.873346081
194,157096.577160298
195,171787.102092865
196,144708.168852599
197,193180.714135101
198,269071.240226897
199,226534.116483576
200,155116.48609623
201,186395.486884229
202,141449.573116383
203,127291.19774326
204,124609.702236158
205,224907.662297876
206,190800.748306696
207,156039.089891911
208,219826.20546541
209,204447.265383175
210,227548.37358323
211,191235.406686616
212,202050.636880003
213,138394.532222031
214,168676.962251611
215,256989.502222261
216,223974.444591106
217,152777.459036998
218,161447.931671171
219,157328.775977174
220,214900.500150261
221,206644.774397192
222,148374.100323191
223,165984.547925495
224,159867.114126408
225,198561.397666044
226,200900.415501115
227,167841.764725026
228,167547.609079402
229,188156.114446902
230,167833.417263191
231,147748.108143472
232,213660.917397272
233,138310.746176217
234,148898.925747372
235,226211.003866333
236,210327.447361159
237,200660.491890104
238,216511.353980451
239,200809.840390639
240,150649.214775249
241,161105.61182586
242,150651.48792222
243,141763.873821653
